memberNumber,purchaseDate,itemName,Frequency
2176,2016-08-08,onions,1
2659,2016-06-15,yogurt,1
3841,2016-02-01,other vegetables,1
1077,2016-09-12,soda,1
2403,2016-11-28,chewing gum,1
3324,2016-08-24,rolls/buns,1
4976,2016-07-11,pastry,1
3894,2016-11-06,other vegetables,1
3718,2016-10-18,rolls/buns,1
3652,2016-09-18,whole milk,1
4867,2016-01-03,salty snack,1
1845,2016-05-28,rolls/buns,1
2233,2016-08-28,chocolate,1
1958,2016-07-03,cream cheese,1
1535,2016-01-14,soda,1
2187,2016-08-16,sugar,1
4557,2016-10-19,packaged fruit/vegetables,1
1482,2016-02-21,cake bar,1
4614,2016-06-07,butter,1
1341,2016-09-16,fruit/vegetable juice,1
4768,2016-03-13,yogurt,1
3683,2016-12-04,frozen meals,1
3471,2016-05-29,liquor,1
4698,2016-10-25,newspapers,1
4134,2016-11-28,dessert,1
1357,2016-07-28,brown bread,1
2617,2016-05-22,dessert,1
2834,2016-12-26,cream cheese,1
1921,2016-10-25,bottled water,1
1248,2016-08-25,curd,1
3945,2016-10-04,onions,1
2265,2016-07-29,chewing gum,1
1046,2016-06-18,pastry,1
1484,2016-02-24,whole milk,1
3355,2016-10-18,brown bread,1
4563,2016-05-16,whole milk,1
4255,2016-08-15,dishes,1
3741,2016-11-21,other vegetables,1
2990,2016-08-12,specialty bar,1
1655,2016-11-20,whole milk,1
1878,2016-02-22,yogurt,1
3877,2016-01-11,whipped/sour cream,1
3370,2016-11-12,sugar,1
3084,2016-04-19,salt,1
1472,2016-07-06,whole milk,1
3160,2016-01-22,yogurt,1
1854,2016-07-26,newspapers,1
4113,2016-07-19,bottled beer,1
1551,2016-08-11,syrup,1
3195,2016-01-30,yogurt,1
1170,2016-12-01,pip fruit,1
2653,2016-12-07,spread cheese,1
3494,2016-07-04,fruit/vegetable juice,1
4787,2016-05-25,cat food,1
2008,2016-10-21,soda,1
3692,2016-02-20,coffee,1
1016,2016-04-23,pip fruit,1
4667,2016-02-23,rolls/buns,1
4191,2016-05-10,long life bakery product,1
2015,2016-05-12,rum,1
3002,2016-02-19,snack products,1
4068,2016-01-10,yogurt,1
4432,2016-09-25,coffee,1
3406,2016-05-17,sliced cheese,1
1844,2016-02-10,grapes,1
4793,2016-02-24,specialty chocolate,1
3363,2016-05-18,baking powder,1
2160,2016-10-06,dishes,1
1448,2016-03-19,liquor,1
1346,2016-05-08,domestic eggs,1
3863,2016-06-13,pet care,1
4611,2016-03-08,cooking chocolate,1
1368,2016-07-15,soft cheese,1
1808,2016-02-04,semi-finished bread,1
4589,2016-12-08,beverages,1
2814,2016-10-21,dish cleaner,1
4848,2016-06-23,mustard,1
3454,2016-12-17,other vegetables,1
1118,2016-07-27,yogurt,1
1863,2016-02-11,beverages,1
3154,2016-01-05,shopping bags,1
3251,2016-12-26,rolls/buns,1
4964,2016-11-30,domestic eggs,1
4537,2016-12-20,whipped/sour cream,1
2063,2016-11-27,herbs,1
4873,2016-04-27,hard cheese,1
1841,2016-05-10,margarine,1
4420,2016-02-25,red/blush wine,1
3593,2016-08-27,coffee,1
4123,2016-12-14,hair spray,1
4571,2016-04-05,napkins,1
4503,2016-11-26,coffee,1
4526,2016-01-18,whipped/sour cream,1
2241,2016-10-18,frozen meals,1
3694,2016-12-17,rolls/buns,1
4988,2016-12-20,long life bakery product,1
4327,2016-04-26,jam,1
2061,2016-12-15,sparkling wine,1
3345,2016-09-30,whole milk,1
1937,2016-01-19,pip fruit,1
2055,2016-11-08,sugar,1
4362,2016-05-08,curd,1
4716,2016-03-01,bottled beer,1
4657,2016-01-14,yogurt,1
3281,2016-06-16,frozen potato products,1
3252,2016-02-15,mustard,1
4410,2016-10-05,dessert,1
4396,2016-06-12,salt,1
3683,2016-12-05,other vegetables,1
2493,2016-08-07,sliced cheese,1
1788,2016-04-15,canned beer,1
1846,2016-05-18,misc. beverages,1
4685,2016-11-04,root vegetables,1
2237,2016-02-09,margarine,1
3755,2016-09-28,butter milk,1
1280,2016-08-12,fish,1
4019,2016-08-06,sliced cheese,1
4875,2016-10-03,dessert,1
3552,2016-09-02,other vegetables,1
3134,2016-06-07,other vegetables,1
4797,2016-07-04,root vegetables,1
1443,2016-03-04,root vegetables,1
2171,2016-03-31,rolls/buns,1
4153,2016-05-27,meat,1
2476,2016-05-05,root vegetables,1
1550,2016-05-14,oil,1
1885,2016-12-25,specialty bar,1
2592,2016-10-01,soda,1
4607,2016-11-17,soda,1
3600,2016-11-26,whole milk,1
2848,2016-11-15,pasta,1
4160,2016-04-19,root vegetables,1
2800,2016-02-02,other vegetables,1
4882,2016-10-31,pickled vegetables,1
1908,2016-06-10,female sanitary products,1
2045,2016-12-07,grapes,1
4728,2016-02-15,pip fruit,1
4680,2016-08-22,yogurt,1
4780,2016-04-05,other vegetables,1
1107,2016-05-06,misc. beverages,1
3329,2016-02-21,rolls/buns,1
4122,2016-04-24,rolls/buns,1
2690,2016-11-04,sugar,1
2186,2016-02-14,soda,1
4871,2016-11-15,cream cheese,1
1608,2016-02-21,hamburger meat,1
1116,2016-07-23,bottled water,1
1566,2016-11-19,bottled beer,1
3629,2016-04-13,tropical fruit,1
1835,2016-04-01,pip fruit,1
1853,2016-02-03,butter milk,1
1880,2016-09-15,soda,1
2476,2016-12-04,whole milk,1
1349,2016-05-10,shopping bags,1
3284,2016-01-28,rolls/buns,1
1660,2016-07-26,specialty chocolate,1
1866,2016-02-15,bottled water,1
1678,2016-08-23,whole milk,1
2327,2016-08-04,bottled water,1
4710,2016-05-09,root vegetables,1
4563,2016-06-27,other vegetables,1
4555,2016-03-31,pip fruit,1
4160,2016-06-12,rolls/buns,1
2006,2016-12-08,coffee,1
3120,2016-06-12,grapes,1
3750,2016-02-28,yogurt,1
4985,2016-12-26,hard cheese,1
2108,2016-08-11,yogurt,1
2072,2016-02-19,root vegetables,1
2391,2016-06-27,yogurt,1
1047,2016-01-04,soda,1
2464,2016-07-19,other vegetables,1
2029,2016-07-08,rolls/buns,1
3704,2016-01-22,mustard,1
1807,2016-12-18,other vegetables,1
2337,2016-08-15,hard cheese,1
4614,2016-10-24,whole milk,1
4105,2016-05-29,root vegetables,1
2600,2016-05-12,fruit/vegetable juice,1
4335,2016-10-12,bottled water,1
4582,2016-11-13,other vegetables,1
3306,2016-12-29,frozen vegetables,1
4789,2016-09-11,shopping bags,1
4744,2016-01-20,soda,1
3029,2016-05-31,butter milk,1
1144,2016-01-28,whipped/sour cream,1
2273,2016-11-27,root vegetables,1
1475,2016-12-17,canned beer,1
1173,2016-10-22,rolls/buns,1
2148,2016-07-19,hard cheese,1
3334,2016-05-03,whole milk,1
2200,2016-10-10,white bread,1
3973,2016-09-02,hygiene articles,1
2695,2016-07-04,UHT-milk,1
3053,2016-12-25,chocolate,1
2964,2016-08-11,tropical fruit,1
2494,2016-06-13,butter,1
1603,2016-09-07,domestic eggs,1
1264,2016-12-07,semi-finished bread,1
2809,2016-04-10,other vegetables,1
3180,2016-09-15,domestic eggs,1
4539,2016-03-09,bottled water,1
2990,2016-06-29,canned beer,1
1969,2016-02-11,frozen vegetables,1
1191,2016-08-08,specialty chocolate,1
2690,2016-10-20,soda,1
3803,2016-10-20,pip fruit,1
3999,2016-04-19,whipped/sour cream,1
3677,2016-11-30,napkins,1
1168,2016-02-11,UHT-milk,1
1324,2016-12-27,salt,1
3829,2016-07-10,chewing gum,1
2664,2016-09-20,domestic eggs,1
3002,2016-01-22,white bread,1
4305,2016-06-23,other vegetables,1
2633,2016-02-14,whole milk,1
1120,2016-01-14,newspapers,1
2870,2016-02-25,pastry,1
2977,2016-11-16,pastry,1
2135,2016-01-25,cream cheese,1
4460,2016-07-12,dessert,1
2961,2016-07-21,white bread,1
2109,2016-09-24,sugar,1
1023,2016-06-28,yogurt,1
2645,2016-06-26,processed cheese,1
2910,2016-12-04,cat food,1
3251,2016-11-09,rolls/buns,1
2309,2016-12-29,shopping bags,1
2553,2016-06-21,pip fruit,1
4100,2016-04-22,pastry,1
2580,2016-11-17,newspapers,1
4628,2016-12-10,bottled beer,1
1073,2016-06-08,pip fruit,1
1459,2016-07-18,curd,1
3752,2016-08-21,spread cheese,1
4655,2016-03-21,pip fruit,1
2484,2016-06-20,UHT-milk,1
4990,2016-03-15,salty snack,1
2356,2016-02-02,butter,1
3476,2016-04-21,domestic eggs,1
4643,2016-01-25,brown bread,1
3287,2016-02-02,rolls/buns,1
3468,2016-11-14,tropical fruit,1
2779,2016-12-27,cake bar,1
3811,2016-05-11,yogurt,1
3122,2016-10-13,pip fruit,1
2874,2016-01-22,bottled water,1
3148,2016-03-28,UHT-milk,1
4359,2016-09-24,newspapers,1
4510,2016-03-26,pastry,1
3298,2016-04-28,prosecco,1
3285,2016-07-12,whipped/sour cream,1
4752,2016-02-11,dessert,1
4741,2016-02-25,whole milk,1
3557,2016-05-24,whole milk,1
4328,2016-07-21,tropical fruit,1
1052,2016-07-06,yogurt,1
1719,2016-09-17,other vegetables,1
1360,2016-02-05,white bread,1
1299,2016-06-03,salty snack,1
4260,2016-11-16,margarine,1
1785,2016-07-15,brown bread,1
3835,2016-01-06,soda,1
1720,2016-12-05,whole milk,1
1872,2016-04-05,fruit/vegetable juice,1
1406,2016-03-23,whipped/sour cream,1
3560,2016-09-29,coffee,1
4628,2016-11-29,yogurt,1
2692,2016-10-09,UHT-milk,1
4843,2016-05-13,whole milk,1
4395,2016-06-25,whole milk,1
1196,2016-11-27,rolls/buns,1
1076,2016-05-14,butter,1
3519,2016-01-28,whole milk,1
1335,2016-10-18,yogurt,1
4988,2016-10-29,other vegetables,1
4437,2016-10-20,other vegetables,1
2262,2016-10-04,hygiene articles,1
4320,2016-01-07,canned beer,1
1155,2016-04-01,pet care,1
3101,2016-12-17,soda,1
2433,2016-10-19,root vegetables,1
2051,2016-11-14,whole milk,1
3144,2016-08-16,curd,1
2000,2016-08-23,hamburger meat,1
2427,2016-06-26,UHT-milk,1
2916,2016-06-13,domestic eggs,1
1609,2016-12-17,chocolate,1
2982,2016-06-25,yogurt,1
1804,2016-11-30,whole milk,1
4997,2016-12-27,curd,1
2789,2016-01-28,other vegetables,1
2512,2016-04-23,bottled water,1
2641,2016-03-01,frozen fruits,1
2102,2016-05-10,other vegetables,1
2979,2016-07-17,ice cream,1
3685,2016-03-04,dessert,1
2918,2016-10-11,ice cream,1
4640,2016-01-31,coffee,1
1149,2016-08-06,chicken,1
4608,2016-01-05,canned beer,1
3794,2016-11-26,berries,1
3014,2016-11-04,margarine,1
2083,2016-03-28,whole milk,1
1656,2016-08-13,whole milk,1
1482,2016-07-24,cream cheese,1
3050,2016-10-20,sliced cheese,1
3882,2016-04-23,other vegetables,1
2618,2016-12-03,newspapers,1
4888,2016-02-13,beverages,1
2523,2016-01-12,semi-finished bread,1
4633,2016-04-14,brown bread,1
2440,2016-03-02,UHT-milk,1
2100,2016-07-05,specialty cheese,1
3691,2016-02-12,candy,1
4499,2016-05-06,frozen vegetables,1
2370,2016-08-28,chewing gum,1
3831,2016-10-14,domestic eggs,1
4744,2016-10-28,salty snack,1
4919,2016-03-12,root vegetables,1
4876,2016-02-21,soda,1
1296,2016-08-20,hard cheese,1
4845,2016-08-28,beef,1
4606,2016-03-13,whole milk,1
1438,2016-02-26,cream cheese,1
2777,2016-05-24,soda,1
4220,2016-08-10,detergent,1
1943,2016-01-07,other vegetables,1
3535,2016-09-01,liquor (appetizer),1
2194,2016-01-09,dessert,1
2326,2016-11-29,misc. beverages,1
4189,2016-04-07,snack products,1
1023,2016-01-06,rolls/buns,1
3886,2016-04-01,butter milk,1
1443,2016-10-09,cream cheese,1
1395,2016-06-26,root vegetables,1
1291,2016-01-14,domestic eggs,1
1374,2016-03-10,pip fruit,1
4015,2016-02-20,soft cheese,1
3009,2016-02-18,frozen vegetables,1
2961,2016-11-16,mayonnaise,1
3260,2016-07-08,whole milk,1
1793,2016-05-19,white wine,1
2985,2016-01-05,soda,1
1205,2016-03-14,yogurt,1
1116,2016-10-08,rolls/buns,1
1633,2016-08-09,whole milk,1
3600,2016-07-30,frozen vegetables,1
4740,2016-07-10,margarine,1
2677,2016-12-23,root vegetables,1
1540,2016-08-14,beverages,1
4323,2016-03-26,grapes,1
4320,2016-04-18,onions,1
1363,2016-06-16,butter,1
1761,2016-08-09,cream cheese,1
1733,2016-06-23,organic sausage,1
1994,2016-10-05,yogurt,1
4300,2016-04-04,oil,1
4298,2016-07-25,root vegetables,1
1097,2016-11-01,soda,1
3766,2016-05-07,tropical fruit,1
2348,2016-02-28,root vegetables,1
4588,2016-11-08,pastry,1
3784,2016-06-14,spread cheese,1
2787,2016-03-05,rolls/buns,1
2056,2016-11-24,pastry,1
3986,2016-07-25,whole milk,1
3861,2016-07-07,bottled water,1
1094,2016-01-07,misc. beverages,1
4743,2016-01-24,bottled beer,1
3543,2016-06-02,cat food,1
4914,2016-03-14,whole milk,1
2004,2016-08-21,other vegetables,1
4171,2016-06-03,chewing gum,1
3041,2016-09-15,hard cheese,1
1324,2016-07-10,white wine,1
1524,2016-08-06,cream cheese,1
4260,2016-05-30,canned beer,1
1494,2016-09-29,herbs,1
2521,2016-03-03,bottled water,1
2225,2016-04-28,brown bread,1
3486,2016-12-23,pip fruit,1
1422,2016-02-28,rolls/buns,1
3082,2016-02-20,tropical fruit,1
1114,2016-03-12,dessert,1
4773,2016-10-31,yogurt,1
1939,2016-10-30,sliced cheese,1
2723,2016-11-03,yogurt,1
1361,2016-09-08,rolls/buns,1
2294,2016-05-10,rolls/buns,1
3915,2016-03-05,pip fruit,1
3579,2016-12-30,herbs,1
2051,2016-04-20,brown bread,1
2113,2016-09-07,whole milk,1
1909,2016-08-31,margarine,1
2328,2016-02-22,other vegetables,1
2948,2016-06-19,hard cheese,1
3504,2016-05-20,dish cleaner,1
3069,2016-04-09,tropical fruit,1
2142,2016-05-19,UHT-milk,1
4411,2016-04-17,beverages,1
1993,2016-07-08,root vegetables,1
4579,2016-01-09,whole milk,1
1177,2016-10-14,brown bread,1
2499,2016-04-24,frozen vegetables,1
4427,2016-01-14,root vegetables,1
2883,2016-10-12,bottled water,1
1242,2016-12-04,bottled beer,1
3409,2016-12-11,brown bread,1
1307,2016-06-22,baking powder,1
3507,2016-11-10,frozen vegetables,1
2606,2016-01-26,rolls/buns,1
3048,2016-06-06,tidbits,1
2007,2016-11-23,brown bread,1
3072,2016-01-26,pickled vegetables,1
3354,2016-01-14,other vegetables,1
3656,2016-03-11,yogurt,1
4417,2016-05-18,tropical fruit,1
3296,2016-06-06,specialty bar,1
1323,2016-04-30,beef,1
1754,2016-09-17,pip fruit,1
3872,2016-11-03,whole milk,1
3691,2016-02-05,butter,1
1218,2016-12-29,whole milk,1
1381,2016-03-23,domestic eggs,1
4550,2016-03-02,other vegetables,1
1377,2016-02-06,bottled water,1
4388,2016-02-19,sauces,1
2157,2016-07-14,newspapers,1
3321,2016-12-25,bottled beer,1
3205,2016-12-11,butter,1
4444,2016-07-22,UHT-milk,1
2348,2016-11-01,root vegetables,1
4275,2016-08-18,chocolate,1
3664,2016-05-04,brown bread,1
1627,2016-02-11,other vegetables,1
1641,2016-05-27,pork,1
1461,2016-12-21,margarine,1
4266,2016-06-17,root vegetables,1
2754,2016-05-02,fruit/vegetable juice,1
3117,2016-09-30,other vegetables,1
1654,2016-04-29,frozen potato products,1
1154,2016-05-17,whole milk,1
1333,2016-09-22,curd,1
2188,2016-07-28,rolls/buns,1
4679,2016-05-16,other vegetables,1
2495,2016-07-28,soda,1
4117,2016-12-10,tropical fruit,1
4035,2016-01-12,canned beer,1
1500,2016-01-06,soda,1
4357,2016-04-13,canned beer,1
1199,2016-11-21,white bread,1
4467,2016-11-22,whole milk,1
4220,2016-11-21,whole milk,1
4376,2016-07-16,jam,1
4190,2016-12-24,fruit/vegetable juice,1
4501,2016-06-15,pork,1
1454,2016-10-22,coffee,1
3922,2016-04-01,rolls/buns,1
3586,2016-05-02,beverages,1
2139,2016-04-16,yogurt,1
2475,2016-11-10,soda,1
3419,2016-12-05,curd,1
2518,2016-07-03,rolls/buns,1
1690,2016-03-03,frozen vegetables,1
1281,2016-06-02,oil,1
2176,2016-02-04,long life bakery product,1
2787,2016-03-13,UHT-milk,1
3460,2016-02-14,whole milk,1
3224,2016-01-19,bottled water,1
1540,2016-11-26,root vegetables,1
3942,2016-04-04,other vegetables,1
2939,2016-08-03,bottled water,1
3807,2016-10-26,seasonal products,1
3380,2016-05-16,pip fruit,1
1785,2016-06-07,whole milk,1
2625,2016-03-06,baking powder,1
1828,2016-03-24,bottled water,1
4225,2016-05-08,root vegetables,1
1646,2016-08-28,butter,1
1412,2016-11-16,cream cheese,1
1892,2016-04-24,yogurt,1
2535,2016-11-10,other vegetables,1
4107,2016-11-15,dog food,1
1452,2016-03-29,soda,1
4853,2016-09-17,house keeping products,1
2196,2016-08-23,other vegetables,1
1026,2016-05-28,root vegetables,1
3879,2016-12-03,whipped/sour cream,1
4967,2016-09-23,other vegetables,1
3408,2016-11-05,rolls/buns,1
3732,2016-01-26,white wine,1
1040,2016-11-26,onions,1
2612,2016-05-31,frozen meals,1
1137,2016-09-26,other vegetables,1
4223,2016-06-15,herbs,1
3832,2016-07-17,whole milk,1
2179,2016-04-16,whole milk,1
2604,2016-02-12,other vegetables,1
2238,2016-03-20,whole milk,1
2589,2016-02-12,other vegetables,1
2402,2016-09-06,bottled water,1
4130,2016-11-06,root vegetables,1
4841,2016-12-17,yogurt,1
1734,2016-06-08,pork,1
3748,2016-03-27,butter milk,1
1021,2016-10-22,yogurt,1
1104,2016-01-04,rolls/buns,1
2613,2016-01-09,soda,1
4204,2016-10-16,rolls/buns,1
2022,2016-07-22,white wine,1
2242,2016-06-05,butter,1
4352,2016-07-20,margarine,1
1945,2016-02-05,tropical fruit,1
1427,2016-11-26,other vegetables,1
3709,2016-09-08,pastry,1
1349,2016-04-13,domestic eggs,1
4691,2016-01-08,other vegetables,1
1465,2016-06-26,other vegetables,1
2867,2016-07-16,other vegetables,1
2381,2016-05-17,salt,1
2471,2016-08-13,hamburger meat,1
3252,2016-08-22,bottled water,1
4077,2016-03-18,curd cheese,1
2359,2016-04-21,other vegetables,1
4430,2016-12-02,tropical fruit,1
3456,2016-09-10,root vegetables,1
2563,2016-06-03,chicken,1
2386,2016-10-04,curd,1
4909,2016-10-26,domestic eggs,1
1014,2016-10-03,bottled beer,1
1389,2016-02-18,tropical fruit,1
4800,2016-12-24,soda,1
1069,2016-08-20,sliced cheese,1
1833,2016-07-12,whole milk,1
4028,2016-07-08,napkins,1
3919,2016-02-09,margarine,1
3086,2016-01-02,brown bread,1
2708,2016-02-17,frozen meals,1
3513,2016-08-29,condensed milk,1
3774,2016-09-16,beef,1
4827,2016-01-27,bottled water,1
4213,2016-08-23,chicken,1
4536,2016-02-24,bottled beer,1
1489,2016-06-23,soda,1
2005,2016-09-22,male cosmetics,1
2429,2016-06-29,whole milk,1
2721,2016-08-10,root vegetables,1
3909,2016-02-09,flour,1
4808,2016-08-20,semi-finished bread,1
4024,2016-10-16,margarine,1
2855,2016-02-03,herbs,1
4881,2016-07-28,whipped/sour cream,1
1214,2016-01-10,yogurt,1
1608,2016-11-10,whole milk,1
1724,2016-09-09,pip fruit,1
1911,2016-06-02,tropical fruit,1
3881,2016-04-02,other vegetables,1
1780,2016-08-27,whole milk,1
4675,2016-09-14,other vegetables,1
3497,2016-09-24,whole milk,1
1000,2016-03-15,semi-finished bread,1
3955,2016-08-28,canned beer,1
4232,2016-12-19,pip fruit,1
3472,2016-02-28,other vegetables,1
4217,2016-02-05,yogurt,1
3778,2016-10-01,citrus fruit,1
2666,2016-04-06,dessert,1
3518,2016-05-18,fruit/vegetable juice,1
4525,2016-09-28,citrus fruit,1
2975,2016-01-28,grapes,1
1339,2016-11-28,whole milk,1
2001,2016-01-28,other vegetables,1
2091,2016-10-19,pastry,1
2453,2016-08-28,whole milk,1
4681,2016-02-28,soda,1
2618,2016-09-14,yogurt,1
3389,2016-01-26,root vegetables,1
3044,2016-09-29,root vegetables,1
3039,2016-09-02,candles,1
4563,2016-05-14,canned beer,1
2683,2016-08-11,soda,1
4063,2016-11-12,pastry,1
3014,2016-10-19,newspapers,1
4356,2016-12-01,whole milk,1
3050,2016-05-06,white bread,1
3613,2016-06-05,root vegetables,1
3152,2016-11-24,semi-finished bread,1
4187,2016-10-28,canned vegetables,1
2001,2016-03-03,other vegetables,1
1584,2016-01-26,curd,1
1475,2016-03-28,frozen meals,1
4942,2016-08-06,specialty chocolate,1
2083,2016-11-07,ice cream,1
4685,2016-08-27,hard cheese,1
2070,2016-03-24,citrus fruit,1
2657,2016-04-01,dessert,1
4012,2016-04-04,butter,1
2698,2016-01-24,yogurt,1
2222,2016-12-28,pork,1
2421,2016-10-27,other vegetables,1
2410,2016-11-21,other vegetables,1
2728,2016-11-28,whole milk,1
4810,2016-03-17,newspapers,1
1391,2016-08-01,chocolate,1
2167,2016-12-08,newspapers,1
3048,2016-08-20,bottled beer,1
3876,2016-10-03,butter milk,1
3937,2016-11-19,salty snack,1
1167,2016-02-16,domestic eggs,1
4031,2016-01-14,other vegetables,1
2946,2016-05-24,napkins,1
2672,2016-03-09,liquor (appetizer),1
3529,2016-03-05,pork,1
3986,2016-11-18,citrus fruit,1
3312,2016-07-29,whole milk,1
2392,2016-12-15,butter,1
1756,2016-03-03,other vegetables,1
2875,2016-11-01,soda,1
3871,2016-07-31,tropical fruit,1
4512,2016-12-21,beef,1
2426,2016-08-26,chewing gum,1
3728,2016-10-04,ice cream,1
1093,2016-03-28,domestic eggs,1
3322,2016-04-25,citrus fruit,1
1386,2016-07-31,soda,1
3429,2016-05-10,sparkling wine,1
1932,2016-09-07,pip fruit,1
1865,2016-12-03,butter milk,1
4672,2016-02-13,other vegetables,1
4432,2016-05-28,female sanitary products,1
2129,2016-08-11,pork,1
1104,2016-03-18,yogurt,1
3529,2016-09-13,beverages,1
3271,2016-12-27,yogurt,1
1002,2016-08-30,specialty chocolate,1
2184,2016-06-09,misc. beverages,1
4648,2016-10-08,yogurt,1
3595,2016-10-15,zwieback,1
2752,2016-10-10,berries,1
4101,2016-04-30,red/blush wine,1
1793,2016-12-04,berries,1
4224,2016-10-04,pastry,1
2846,2016-08-15,instant coffee,1
1697,2016-02-23,other vegetables,1
3884,2016-04-07,rolls/buns,1
2669,2016-09-24,onions,1
4843,2016-02-25,yogurt,1
1663,2016-11-11,tropical fruit,1
4169,2016-03-19,canned beer,1
2799,2016-05-25,yogurt,1
2178,2016-12-20,female sanitary products,1
3312,2016-12-24,brown bread,1
3609,2016-07-11,liquor,1
1004,2016-12-02,hygiene articles,1
2401,2016-01-15,white bread,1
4165,2016-02-10,roll products,1
2017,2016-02-14,chocolate,1
2485,2016-05-18,dog food,1
2261,2016-06-18,packaged fruit/vegetables,1
1437,2016-08-15,coffee,1
4065,2016-05-11,other vegetables,1
1904,2016-04-18,yogurt,1
4573,2016-05-28,packaged fruit/vegetables,1
4233,2016-06-16,coffee,1
3928,2016-09-26,domestic eggs,1
4916,2016-01-25,newspapers,1
2883,2016-04-16,yogurt,1
2938,2016-06-25,tropical fruit,1
1063,2016-01-23,candy,1
3365,2016-06-28,other vegetables,1
2795,2016-05-06,white bread,1
1336,2016-04-04,frozen meals,1
2937,2016-07-31,other vegetables,1
3391,2016-12-21,coffee,1
3719,2016-06-04,beverages,1
3986,2016-05-26,citrus fruit,1
2757,2016-02-15,white bread,1
1783,2016-07-07,UHT-milk,1
4234,2016-08-02,rolls/buns,1
3484,2016-08-05,rolls/buns,1
3337,2016-01-10,yogurt,1
2472,2016-01-17,processed cheese,1
1355,2016-02-25,sugar,1
3072,2016-06-08,ham,1
1817,2016-08-21,hamburger meat,1
2063,2016-09-10,soups,1
4216,2016-04-28,pork,1
2984,2016-02-24,mustard,1
3365,2016-10-25,domestic eggs,1
2260,2016-06-27,soda,1
4798,2016-08-24,cream cheese,1
4952,2016-10-22,soda,1
4778,2016-01-24,packaged fruit/vegetables,1
1517,2016-03-01,bottled beer,1
2433,2016-07-31,whole milk,1
3938,2016-07-31,other vegetables,1
2569,2016-06-30,beverages,1
2092,2016-05-24,rum,1
3174,2016-02-09,frozen dessert,1
4513,2016-11-04,dishes,1
2467,2016-02-04,liquor,1
3508,2016-07-25,curd,1
1939,2016-07-02,tropical fruit,1
1636,2016-05-04,whole milk,1
2443,2016-01-12,pastry,1
4911,2016-01-07,rolls/buns,1
3835,2016-09-16,pickled vegetables,1
2363,2016-05-22,pastry,1
2344,2016-04-19,other vegetables,1
3911,2016-02-15,pet care,1
1450,2016-07-08,coffee,1
3495,2016-11-18,whole milk,1
1625,2016-11-27,root vegetables,1
3265,2016-12-09,packaged fruit/vegetables,1
3247,2016-11-01,sliced cheese,1
1777,2016-07-08,fruit/vegetable juice,1
1862,2016-09-05,napkins,1
2942,2016-02-01,whole milk,1
2932,2016-01-22,whole milk,1
4049,2016-08-01,citrus fruit,1
1954,2016-08-06,onions,1
2321,2016-06-16,long life bakery product,1
2930,2016-03-23,pastry,1
3214,2016-03-27,brown bread,1
4877,2016-06-20,sliced cheese,1
1277,2016-06-07,white bread,1
2239,2016-12-13,canned fruit,1
4929,2016-03-26,bottled water,1
1390,2016-03-02,dental care,1
1870,2016-09-09,popcorn,1
3405,2016-04-03,canned fish,1
2338,2016-12-08,curd,1
2051,2016-09-11,pip fruit,1
3504,2016-07-06,sugar,1
3405,2016-04-13,whole milk,1
2512,2016-09-02,fruit/vegetable juice,1
4038,2016-11-06,processed cheese,1
1759,2016-09-26,whole milk,1
2813,2016-10-01,cake bar,1
3055,2016-08-18,soda,1
1733,2016-03-18,yogurt,1
1913,2016-08-18,curd,1
4864,2016-03-27,hygiene articles,1
4812,2016-05-27,whole milk,1
3042,2016-10-05,frozen meals,1
4988,2016-10-04,make up remover,1
4486,2016-07-21,bottled beer,1
4069,2016-05-03,soda,1
4600,2016-07-14,fruit/vegetable juice,1
3588,2016-05-05,seasonal products,1
4175,2016-01-29,other vegetables,1
2599,2016-07-30,cake bar,1
4671,2016-07-15,instant coffee,1
2270,2016-06-09,long life bakery product,1
2494,2016-05-05,canned fish,1
1406,2016-12-28,misc. beverages,1
3910,2016-12-18,rolls/buns,1
3358,2016-02-21,whole milk,1
1943,2016-01-14,whole milk,1
1995,2016-06-12,rolls/buns,1
4666,2016-02-24,long life bakery product,1
1994,2016-03-11,waffles,1
4892,2016-01-09,cat food,1
3531,2016-08-29,canned beer,1
1148,2016-04-15,white bread,1
1787,2016-10-31,whole milk,1
4215,2016-05-31,mustard,1
2158,2016-08-01,whole milk,1
2510,2016-09-29,cling film/bags,1
3180,2016-10-19,tropical fruit,1
3207,2016-08-08,chocolate,1
1226,2016-11-12,soda,1
1682,2016-06-25,domestic eggs,1
1509,2016-11-04,yogurt,1
2364,2016-06-21,onions,1
4679,2016-11-10,pastry,1
4324,2016-01-05,whole milk,1
3497,2016-06-14,yogurt,1
1008,2016-07-21,yogurt,1
4572,2016-10-29,coffee,1
4030,2016-07-04,domestic eggs,1
2422,2016-08-12,white bread,1
2694,2016-11-24,hard cheese,1
3481,2016-08-03,curd,1
3821,2016-01-03,herbs,1
3752,2016-08-20,soda,1
3262,2016-12-08,yogurt,1
1370,2016-06-28,newspapers,1
1090,2016-08-31,yogurt,1
3862,2016-11-18,rolls/buns,1
4495,2016-04-08,domestic eggs,1
2492,2016-11-01,other vegetables,1
4688,2016-08-01,canned beer,1
3633,2016-07-14,brown bread,1
3709,2016-08-08,yogurt,1
1220,2016-02-09,rice,1
4236,2016-11-25,brown bread,1
3308,2016-08-19,soft cheese,1
1183,2016-06-12,cream cheese,1
1999,2016-08-24,shopping bags,1
4828,2016-10-11,canned beer,1
