memberNumber,purchaseDate,itemName
3938,2016-05-18,pork
4180,2016-09-07,hamburger meat
1053,2016-07-09,pastry
2671,2016-07-27,sugar
2001,2016-09-09,other vegetables
2095,2016-09-29,other vegetables
3245,2016-12-08,curd
4878,2016-04-18,whole milk
3489,2016-03-09,nuts/prunes
3300,2016-07-25,newspapers
3090,2016-02-14,white bread
4441,2016-02-18,curd
1242,2016-05-18,frozen meals
1190,2016-06-11,root vegetables
1983,2016-07-06,hamburger meat
1872,2016-08-24,berries
4291,2016-12-09,pip fruit
4400,2016-12-11,whole milk
1628,2016-02-05,yogurt
1345,2016-03-21,citrus fruit
2732,2016-04-02,other vegetables
3410,2016-10-29,curd
1920,2016-02-09,citrus fruit
3241,2016-09-20,grapes
2962,2016-04-26,long life bakery product
2492,2016-04-10,frozen vegetables
2416,2016-11-05,long life bakery product
1538,2016-03-08,hamburger meat
3801,2016-10-23,herbs
3202,2016-09-29,tropical fruit
4471,2016-02-28,butter
4939,2016-10-14,other vegetables
2575,2016-03-13,chicken
4419,2016-12-23,citrus fruit
4217,2016-12-01,bottled water
1968,2016-01-10,tropical fruit
3084,2016-08-12,margarine
4807,2016-06-18,coffee
4781,2016-11-22,cream cheese
2432,2016-10-06,condensed milk
2951,2016-09-05,yogurt
1452,2016-05-09,rolls/buns
1603,2016-07-23,white bread
4727,2016-11-21,whole milk
4751,2016-11-19,soda
4296,2016-01-24,fruit/vegetable juice
2555,2016-11-11,processed cheese
1416,2016-06-20,other vegetables
1919,2016-08-18,soda
2069,2016-07-02,fruit/vegetable juice
4509,2016-07-23,bottled water
4864,2016-07-22,rolls/buns
1575,2016-01-04,whole milk
2969,2016-09-28,other vegetables
4301,2016-12-20,detergent
3855,2016-12-02,whole milk
3202,2016-04-16,newspapers
2167,2016-03-14,soda
4148,2016-01-07,whole milk
2517,2016-01-28,cream cheese
2840,2016-03-24,butter
1212,2016-06-19,cat food
2735,2016-06-01,other vegetables
1212,2016-07-31,other vegetables
1324,2016-03-26,processed cheese
2431,2016-06-29,yogurt
4526,2016-06-08,canned beer
1662,2016-06-12,bottled water
3802,2016-10-15,whipped/sour cream
2532,2016-01-08,sugar
1316,2016-03-26,frozen vegetables
2304,2016-07-01,whole milk
1955,2016-02-13,rolls/buns
2243,2016-01-31,soda
3859,2016-08-03,curd
3156,2016-08-02,berries
4605,2016-10-23,margarine
1864,2016-09-27,whole milk
4102,2016-05-13,soda
4835,2016-05-22,rolls/buns
1668,2016-03-14,curd
3130,2016-05-02,bottled water
1110,2016-11-20,soda
2240,2016-07-07,frozen vegetables
4647,2016-02-17,hard cheese
3872,2016-02-07,frozen vegetables
3184,2016-10-24,onions
4623,2016-07-08,whipped/sour cream
2111,2016-02-25,candles
3068,2016-06-19,yogurt
4533,2016-05-21,citrus fruit
3926,2016-06-30,rolls/buns
1605,2016-06-18,citrus fruit
4468,2016-06-15,brown bread
2041,2016-09-24,grapes
3835,2016-05-11,bottled water
3601,2016-02-03,yogurt
2307,2016-06-29,berries
1767,2016-04-18,rolls/buns
4251,2016-12-21,root vegetables
1365,2016-11-02,frozen vegetables
1665,2016-04-11,UHT-milk
2447,2016-06-25,yogurt
4825,2016-09-05,frozen vegetables
4844,2016-02-23,whole milk
3319,2016-03-03,soda
2536,2016-11-07,pastry
1857,2016-08-10,long life bakery product
4133,2016-07-27,semi-finished bread
2128,2016-06-20,citrus fruit
1793,2016-09-24,rolls/buns
3445,2016-02-15,beverages
2041,2016-07-17,liquor (appetizer)
1178,2016-03-23,coffee
2080,2016-04-21,whole milk
1928,2016-09-17,canned beer
2884,2016-05-08,cream cheese
3532,2016-01-25,pip fruit
1892,2016-11-20,honey
2880,2016-11-03,onions
2033,2016-02-14,meat spreads
3176,2016-01-17,citrus fruit
3768,2016-01-16,curd
3404,2016-12-07,whole milk
3891,2016-11-22,sugar
2974,2016-12-26,packaged fruit/vegetables
3831,2016-03-07,flour
1924,2016-03-02,dessert
4182,2016-08-21,chewing gum
1811,2016-05-24,bottled water
1283,2016-11-13,frozen vegetables
2154,2016-03-15,whole milk
4543,2016-10-23,long life bakery product
4642,2016-12-03,shopping bags
2360,2016-02-18,other vegetables
3231,2016-03-31,cocoa drinks
1356,2016-09-08,soda
4895,2016-08-10,cereals
3390,2016-12-01,coffee
4495,2016-03-06,waffles
1202,2016-04-22,rolls/buns
1811,2016-09-23,white wine
4996,2016-02-20,tropical fruit
3291,2016-08-02,semi-finished bread
1878,2016-11-27,whole milk
1483,2016-06-27,liquor (appetizer)
4683,2016-09-23,root vegetables
4386,2016-09-08,pip fruit
4825,2016-11-15,UHT-milk
2549,2016-05-13,liquor (appetizer)
4965,2016-10-11,newspapers
3251,2016-09-10,other vegetables
4932,2016-11-20,soda
3986,2016-07-23,bottled water
1616,2016-01-19,coffee
1239,2016-07-02,yogurt
4993,2016-02-09,UHT-milk
2762,2016-12-18,beef
1035,2016-09-08,newspapers
4717,2016-05-16,citrus fruit
4662,2016-11-17,rolls/buns
4267,2016-10-10,bottled beer
3500,2016-01-18,tropical fruit
4866,2016-08-21,canned beer
2492,2016-06-18,root vegetables
1044,2016-02-09,other vegetables
2070,2016-12-19,bottled water
3761,2016-08-06,beverages
1145,2016-10-07,root vegetables
3324,2016-06-06,butter
4455,2016-12-26,Instant food products
3465,2016-07-30,other vegetables
3940,2016-01-16,semi-finished bread
4934,2016-10-31,curd
3793,2016-01-22,pastry
2956,2016-12-02,bottled water
3662,2016-07-20,rolls/buns
3755,2016-04-14,hygiene articles
4173,2016-05-11,hamburger meat
3353,2016-03-06,bottled water
2193,2016-09-03,soda
2086,2016-06-02,frozen vegetables
1570,2016-03-20,whipped/sour cream
1233,2016-07-31,whole milk
4647,2016-01-30,fruit/vegetable juice
3178,2016-01-03,yogurt
2765,2016-09-04,tropical fruit
4221,2016-01-04,pet care
4265,2016-12-12,root vegetables
3532,2016-05-26,butter
1967,2016-09-03,onions
3474,2016-02-25,berries
4075,2016-01-05,bottled water
1551,2016-05-11,rum
4609,2016-11-07,herbs
1975,2016-09-26,root vegetables
4859,2016-09-09,whole milk
1502,2016-10-31,other vegetables
1901,2016-04-21,tropical fruit
4487,2016-07-20,onions
3364,2016-06-29,salad dressing
2537,2016-10-14,curd
4719,2016-08-22,yogurt
2348,2016-12-11,pastry
4294,2016-12-03,sauces
3774,2016-01-12,rolls/buns
2250,2016-10-15,whole milk
3034,2016-05-07,other vegetables
1799,2016-08-07,other vegetables
1278,2016-11-07,root vegetables
2837,2016-04-22,yogurt
3056,2016-08-15,other vegetables
2447,2016-10-15,root vegetables
1452,2016-10-27,chewing gum
4838,2016-01-31,cream cheese
4822,2016-07-04,pastry
2571,2016-05-02,tropical fruit
4310,2016-02-27,spices
2133,2016-07-11,brown bread
3568,2016-10-17,bottled beer
4474,2016-11-10,brown bread
3354,2016-01-27,salty snack
2389,2016-06-04,yogurt
1742,2016-07-05,photo/film
2574,2016-05-18,canned beer
4498,2016-04-07,yogurt
4612,2016-04-30,other vegetables
1075,2016-01-29,rolls/buns
1371,2016-01-22,whipped/sour cream
2960,2016-06-21,salty snack
4434,2016-02-23,rolls/buns
1378,2016-10-12,hamburger meat
1615,2016-01-25,beverages
2503,2016-02-08,whole milk
2381,2016-04-01,whole milk
1613,2016-08-25,cookware
1031,2016-08-26,cream cheese
3200,2016-04-01,specialty chocolate
1138,2016-02-24,butter milk
4958,2016-05-24,butter
4858,2016-02-15,frozen meals
1616,2016-12-08,pip fruit
1270,2016-02-03,cereals
2347,2016-01-27,red/blush wine
2076,2016-12-04,margarine
3597,2016-07-07,curd
2151,2016-09-29,pork
2940,2016-11-07,whole milk
3475,2016-12-14,root vegetables
2715,2016-03-15,other vegetables
3644,2016-10-02,pastry
4573,2016-01-25,curd
1649,2016-11-29,frozen meals
4079,2016-08-17,whole milk
1844,2016-11-13,salty snack
1420,2016-12-08,rolls/buns
2879,2016-07-23,whipped/sour cream
2440,2016-06-08,frozen meals
4095,2016-12-29,other vegetables
2437,2016-11-15,napkins
1324,2016-01-24,condensed milk
4184,2016-12-15,beverages
4574,2016-10-03,pastry
4881,2016-03-26,coffee
3790,2016-08-04,dish cleaner
2616,2016-03-17,whole milk
1275,2016-06-04,hygiene articles
2131,2016-04-15,yogurt
2509,2016-02-03,rolls/buns
3077,2016-08-31,salty snack
3653,2016-09-12,rolls/buns
2922,2016-12-26,onions
2971,2016-01-27,hamburger meat
1463,2016-09-28,specialty bar
4323,2016-10-11,tropical fruit
2632,2016-07-01,coffee
1481,2016-06-04,pip fruit
1283,2016-03-06,whipped/sour cream
1164,2016-02-01,sliced cheese
4275,2016-09-11,bottled water
2600,2016-02-18,cake bar
2084,2016-08-15,root vegetables
1621,2016-02-20,canned fruit
1291,2016-03-06,rolls/buns
3301,2016-04-25,cream cheese
2715,2016-01-08,male cosmetics
4150,2016-08-26,pastry
1775,2016-10-11,cat food
2073,2016-02-04,whole milk
1912,2016-08-22,bottled water
4033,2016-06-06,root vegetables
4877,2016-02-28,bottled water
2590,2016-09-28,hamburger meat
3982,2016-01-28,liquor (appetizer)
2782,2016-06-09,other vegetables
2100,2016-01-27,other vegetables
1785,2016-12-21,bottled water
3166,2016-04-28,hygiene articles
2251,2016-03-29,whole milk
1528,2016-02-20,curd
2012,2016-03-29,cling film/bags
3309,2016-10-28,packaged fruit/vegetables
1220,2016-09-08,waffles
2165,2016-06-17,pastry
3337,2016-02-01,liver loaf
4058,2016-12-30,cream cheese
1000,2016-05-27,pickled vegetables
3357,2016-06-08,newspapers
2222,2016-01-08,dental care
1207,2016-11-14,whole milk
3511,2016-06-07,specialty cheese
2171,2016-08-02,curd
3078,2016-09-01,other vegetables
3879,2016-06-25,soda
3472,2016-02-06,whole milk
4519,2016-11-03,beef
3275,2016-10-26,napkins
1763,2016-09-13,hard cheese
4619,2016-05-27,UHT-milk
2955,2016-06-05,soda
2700,2016-11-15,canned fish
2830,2016-05-28,salty snack
4940,2016-08-21,coffee
1311,2016-06-29,red/blush wine
4116,2016-05-01,soda
1476,2016-03-22,frozen vegetables
2918,2016-11-04,bottled water
4121,2016-11-01,shopping bags
1824,2016-11-01,bottled beer
4293,2016-07-05,rolls/buns
4308,2016-12-05,spread cheese
2998,2016-07-14,yogurt
2874,2016-01-05,hygiene articles
1281,2016-02-11,coffee
3471,2016-01-14,hygiene articles
1936,2016-08-15,berries
4163,2016-05-30,dishes
3369,2016-12-29,other vegetables
2335,2016-01-13,other vegetables
3957,2016-02-15,frozen potato products
4841,2016-05-02,rolls/buns
2184,2016-12-07,beverages
3118,2016-12-29,soda
4728,2016-04-25,chocolate marshmallow
2527,2016-08-11,whole milk
2926,2016-11-08,whole milk
1773,2016-11-01,pip fruit
1801,2016-06-12,newspapers
1916,2016-11-13,yogurt
2523,2016-04-04,curd
2550,2016-06-08,snack products
1319,2016-05-19,frozen meals
1649,2016-05-16,rolls/buns
2202,2016-08-07,newspapers
2569,2016-07-16,yogurt
2925,2016-08-22,herbs
2293,2016-06-24,long life bakery product
2190,2016-10-11,bottled water
2234,2016-12-24,liquor (appetizer)
4779,2016-10-24,other vegetables
3031,2016-10-27,whole milk
4275,2016-07-05,salty snack
2696,2016-05-09,curd
4453,2016-08-02,frozen vegetables
4776,2016-02-08,butter
3471,2016-10-12,rolls/buns
3143,2016-01-21,rolls/buns
4312,2016-04-22,whole milk
3327,2016-05-04,dishes
4344,2016-05-06,specialty bar
1718,2016-03-11,red/blush wine
3041,2016-07-10,berries
4110,2016-02-06,brown bread
2947,2016-04-28,tropical fruit
4280,2016-12-06,white wine
3022,2016-11-15,canned fish
1941,2016-09-16,other vegetables
4494,2016-08-06,frozen meals
2749,2016-06-22,citrus fruit
1241,2016-05-22,other vegetables
2066,2016-03-23,yogurt
1777,2016-07-11,curd
2178,2016-05-03,beef
4727,2016-04-11,root vegetables
3433,2016-10-01,red/blush wine
3035,2016-11-08,pastry
1464,2016-03-07,pastry
4161,2016-05-03,tropical fruit
2654,2016-11-25,berries
2206,2016-03-21,herbs
3950,2016-12-05,herbs
1706,2016-03-07,bottled water
3726,2016-05-26,other vegetables
3325,2016-11-29,white bread
3732,2016-11-29,oil
2563,2016-01-06,other vegetables
4924,2016-03-01,whole milk
1742,2016-12-12,detergent
4929,2016-07-27,grapes
1092,2016-10-09,other vegetables
1907,2016-07-19,newspapers
3540,2016-03-05,whole milk
2990,2016-07-11,meat spreads
4088,2016-03-05,yogurt
2028,2016-12-20,root vegetables
3026,2016-01-24,domestic eggs
2209,2016-04-20,rolls/buns
4071,2016-10-15,onions
4393,2016-11-24,herbs
2047,2016-05-08,canned beer
4610,2016-07-19,newspapers
1269,2016-09-30,whole milk
3629,2016-01-11,detergent
1899,2016-10-19,butter milk
1982,2016-02-24,butter
4977,2016-04-19,bottled beer
2399,2016-02-12,curd
2675,2016-09-15,rolls/buns
2760,2016-07-12,newspapers
2058,2016-06-04,chocolate marshmallow
4065,2016-07-07,other vegetables
1450,2016-11-16,yogurt
3739,2016-08-06,whole milk
3128,2016-07-21,newspapers
2331,2016-11-28,tropical fruit
2505,2016-10-10,whipped/sour cream
3758,2016-01-13,coffee
3574,2016-02-13,margarine
2563,2016-12-29,whole milk
2128,2016-07-09,brown bread
1230,2016-01-27,butter milk
4373,2016-08-12,rolls/buns
1693,2016-09-05,specialty chocolate
2743,2016-07-13,whole milk
1612,2016-03-05,rolls/buns
1835,2016-06-22,jam
3574,2016-05-08,sliced cheese
4102,2016-04-08,artif. sweetener
1283,2016-03-15,onions
4719,2016-10-04,pasta
4596,2016-06-05,bottled water
1380,2016-05-13,yogurt
1150,2016-12-04,fruit/vegetable juice
2937,2016-06-20,whole milk
2495,2016-07-04,newspapers
3581,2016-12-25,sliced cheese
3458,2016-04-27,butter
3723,2016-03-14,snack products
2249,2016-01-22,bottled water
1430,2016-12-17,other vegetables
3039,2016-11-28,whole milk
3455,2016-02-01,other vegetables
1831,2016-01-09,whole milk
4831,2016-02-27,pastry
3816,2016-12-18,fruit/vegetable juice
2314,2016-09-06,yogurt
2743,2016-03-24,pastry
1538,2016-11-30,root vegetables
3604,2016-04-15,bottled water
4734,2016-11-22,rolls/buns
2363,2016-06-24,candles
1484,2016-08-27,bottled beer
1764,2016-09-29,other vegetables
3595,2016-03-23,bottled beer
4303,2016-12-25,other vegetables
2695,2016-01-07,bottled beer
4538,2016-11-28,liquor (appetizer)
1979,2016-11-21,herbs
1148,2016-09-27,other vegetables
3443,2016-04-04,curd
3334,2016-03-17,soda
2508,2016-10-06,semi-finished bread
4136,2016-08-11,root vegetables
3599,2016-05-25,flour
4540,2016-10-20,mustard
2590,2016-12-16,pot plants
3361,2016-06-21,flower (seeds)
2855,2016-11-08,soda
3949,2016-04-01,bottled water
4836,2016-07-03,whole milk
2464,2016-05-13,rolls/buns
1788,2016-10-09,pork
2061,2016-04-05,whole milk
1963,2016-12-30,citrus fruit
1485,2016-05-15,packaged fruit/vegetables
1771,2016-03-20,specialty bar
3758,2016-09-04,whole milk
3180,2016-05-04,zwieback
2406,2016-12-07,whipped/sour cream
2255,2016-04-27,packaged fruit/vegetables
4826,2016-01-25,flour
1737,2016-01-23,rolls/buns
2404,2016-03-08,tea
3467,2016-01-28,beef
3395,2016-08-19,margarine
3405,2016-03-04,other vegetables
2718,2016-03-23,chewing gum
2927,2016-02-03,citrus fruit
4137,2016-12-26,dessert
3282,2016-06-22,soda
4567,2016-09-10,rolls/buns
4550,2016-11-09,newspapers
4223,2016-10-03,soda
2363,2016-10-25,whole milk
4806,2016-11-24,whole milk
1153,2016-12-08,grapes
4515,2016-01-11,beef
3200,2016-02-11,other vegetables
1012,2016-10-03,yogurt
2585,2016-03-14,butter
2229,2016-03-19,whipped/sour cream
3406,2016-10-23,rolls/buns
2234,2016-07-15,beverages
2549,2016-06-14,frozen fish
3385,2016-02-16,frozen vegetables
1746,2016-08-08,bottled water
4632,2016-03-09,whole milk
1476,2016-03-29,UHT-milk
4738,2016-08-15,whole milk
4235,2016-04-26,other vegetables
3574,2016-11-05,yogurt
4614,2016-02-23,rolls/buns
2216,2016-11-17,other vegetables
4425,2016-10-17,whole milk
4666,2016-12-02,whole milk
1148,2016-07-09,tropical fruit
2351,2016-01-06,rolls/buns
3543,2016-05-17,whole milk
2955,2016-06-06,whole milk
2257,2016-03-13,pip fruit
2612,2016-02-01,tropical fruit
3488,2016-12-21,other vegetables
2021,2016-01-12,whole milk
2186,2016-09-01,whipped/sour cream
1696,2016-03-02,rolls/buns
3309,2016-05-17,semi-finished bread
3092,2016-12-24,packaged fruit/vegetables
4497,2016-02-20,root vegetables
1848,2016-06-27,frozen vegetables
2466,2016-07-27,other vegetables
4411,2016-07-22,curd
2295,2016-03-21,root vegetables
1914,2016-01-21,other vegetables
1290,2016-09-22,whipped/sour cream
2293,2016-12-19,pip fruit
4027,2016-05-12,whipped/sour cream
4693,2016-07-01,bottled beer
1056,2016-09-13,other vegetables
4221,2016-02-27,hamburger meat
3248,2016-01-14,root vegetables
2815,2016-09-10,beef
4207,2016-07-08,pet care
1160,2016-09-04,chewing gum
3868,2016-01-22,citrus fruit
3707,2016-06-26,domestic eggs
2335,2016-07-23,tropical fruit
3432,2016-04-04,white bread
4510,2016-04-05,specialty chocolate
2893,2016-10-06,citrus fruit
4902,2016-04-16,whole milk
3443,2016-10-23,coffee
1864,2016-06-30,yogurt
2071,2016-09-30,canned beer
3092,2016-04-11,whipped/sour cream
2845,2016-10-01,processed cheese
2314,2016-11-25,yogurt
3882,2016-10-19,UHT-milk
4309,2016-09-15,salt
2369,2016-09-08,coffee
1787,2016-05-09,frozen meals
3284,2016-11-19,whole milk
1375,2016-10-11,newspapers
1949,2016-03-06,berries
4805,2016-05-04,rolls/buns
3759,2016-04-02,chocolate
3160,2016-02-27,pip fruit
2764,2016-01-23,domestic eggs
4225,2016-05-01,bottled beer
2719,2016-04-10,whole milk
3856,2016-04-02,newspapers
4079,2016-09-20,whole milk
2455,2016-01-04,cream cheese
1582,2016-08-06,shopping bags
1776,2016-02-15,margarine
3096,2016-08-22,fruit/vegetable juice
3453,2016-12-16,frozen vegetables
2731,2016-04-11,grapes
3899,2016-12-24,UHT-milk
4886,2016-01-26,soda
4455,2016-01-04,soda
2690,2016-03-06,whole milk
2171,2016-07-28,butter
3015,2016-06-12,root vegetables
4938,2016-03-29,whipped/sour cream
3449,2016-10-10,white bread
1848,2016-07-06,whole milk
3818,2016-12-17,whole milk
1540,2016-02-23,berries
1424,2016-10-09,instant coffee
3888,2016-12-13,shopping bags
2711,2016-08-18,bottled beer
3363,2016-01-25,detergent
4633,2016-08-17,white bread
2864,2016-08-03,shopping bags
2500,2016-01-05,grapes
1477,2016-05-13,berries
1635,2016-11-25,citrus fruit
2401,2016-12-19,red/blush wine
4971,2016-05-17,baking powder
1230,2016-05-19,domestic eggs
4414,2016-01-23,newspapers
2906,2016-07-08,dessert
3856,2016-03-22,sliced cheese
4025,2016-04-27,long life bakery product
1414,2016-05-24,other vegetables
4793,2016-11-24,yogurt
3101,2016-01-17,cat food
1651,2016-12-17,whole milk
4304,2016-02-14,canned fish
3663,2016-11-07,frozen fish
2525,2016-10-23,canned beer
1625,2016-10-08,packaged fruit/vegetables
3812,2016-08-11,soda
2879,2016-12-28,spread cheese
4180,2016-11-11,whole milk
4187,2016-07-31,bottled beer
4292,2016-12-05,red/blush wine
3043,2016-01-05,soda
1819,2016-12-18,berries
2446,2016-09-08,pork
1701,2016-05-17,photo/film
1047,2016-08-09,butter
1065,2016-10-27,dessert
4360,2016-02-23,coffee
2818,2016-11-11,photo/film
2008,2016-08-30,mayonnaise
2624,2016-08-18,whipped/sour cream
4564,2016-11-04,curd
1049,2016-07-01,whole milk
4433,2016-03-25,tea
3433,2016-05-19,frozen meals
4799,2016-04-22,roll products
4774,2016-07-16,pip fruit
1153,2016-02-18,ice cream
4776,2016-10-25,other vegetables
3596,2016-01-19,soda
4097,2016-11-28,grapes
2262,2016-11-04,bottled water
1518,2016-09-07,other vegetables
4593,2016-08-18,whipped/sour cream
4322,2016-12-03,dishes
3633,2016-12-29,pasta
2356,2016-08-31,butter milk
4268,2016-04-16,nuts/prunes
2775,2016-08-06,grapes
4757,2016-06-16,pip fruit
1231,2016-01-27,onions
4323,2016-12-17,domestic eggs
1182,2016-01-21,butter milk
3266,2016-08-19,domestic eggs
3109,2016-06-29,soda
2450,2016-07-31,cream cheese
1208,2016-08-24,misc. beverages
2115,2016-06-24,rolls/buns
3774,2016-12-17,candy
2904,2016-09-17,flour
3438,2016-10-26,dessert
3872,2016-01-22,root vegetables
3985,2016-01-20,bottled beer
2483,2016-07-04,whipped/sour cream
4445,2016-12-01,other vegetables
2462,2016-03-25,specialty cheese
1068,2016-07-01,spread cheese
1458,2016-02-24,grapes
1382,2016-03-26,pip fruit
3048,2016-11-10,white bread
3501,2016-07-27,UHT-milk
2340,2016-03-02,yogurt
1665,2016-11-29,soda
3982,2016-09-29,salt
1843,2016-12-06,chicken
3365,2016-01-06,soda
3230,2016-01-14,roll products
2312,2016-05-15,red/blush wine
3493,2016-02-02,pip fruit
1474,2016-06-24,root vegetables
4907,2016-04-21,whole milk
3575,2016-05-08,butter
1509,2016-05-13,liquor
1732,2016-03-09,yogurt
4975,2016-04-23,pip fruit
2947,2016-07-16,yogurt
2509,2016-04-20,ham
3061,2016-08-17,whole milk
1916,2016-11-16,fruit/vegetable juice
4214,2016-06-09,chewing gum
1104,2016-10-27,whole milk
4702,2016-08-03,dessert
2687,2016-09-14,root vegetables
3240,2016-01-01,whole milk
2816,2016-05-15,pastry
1524,2016-12-05,dessert
2483,2016-10-28,liquor (appetizer)
2101,2016-09-04,citrus fruit
3456,2016-04-22,other vegetables
4461,2016-02-13,white wine
1242,2016-12-14,tropical fruit
4017,2016-11-04,butter
1814,2016-11-20,waffles
1486,2016-02-11,yogurt
1514,2016-01-11,waffles
1710,2016-05-21,brown bread
3032,2016-06-05,UHT-milk
4896,2016-10-24,tropical fruit
3373,2016-12-24,other vegetables
1746,2016-10-14,UHT-milk
1355,2016-09-19,processed cheese
1162,2016-08-06,citrus fruit
2712,2016-09-26,other vegetables
1025,2016-08-19,UHT-milk
3067,2016-07-17,packaged fruit/vegetables
2675,2016-09-10,rolls/buns
1354,2016-12-01,frozen vegetables
4828,2016-05-14,whole milk
1000,2016-07-24,misc. beverages
2822,2016-12-18,shopping bags
1814,2016-01-22,pip fruit
1818,2016-07-04,butter
3082,2016-09-25,packaged fruit/vegetables
4398,2016-11-09,salt
1932,2016-05-12,whole milk
3180,2016-02-06,sugar
4332,2016-10-25,bottled beer
3175,2016-02-26,cream cheese
1357,2016-09-06,canned beer
2511,2016-07-08,bottled water
1159,2016-06-14,soda
3855,2016-04-30,oil
1889,2016-02-20,UHT-milk
2448,2016-06-08,cream cheese
2652,2016-12-26,pip fruit
1385,2016-11-19,root vegetables
2960,2016-08-31,pastry
2736,2016-03-02,onions
1768,2016-04-21,butter
2002,2016-10-20,onions
3046,2016-11-18,curd
2284,2016-03-18,frozen fish
1708,2016-09-18,spread cheese
1952,2016-11-23,pasta
3497,2016-09-08,red/blush wine
1479,2016-05-14,pip fruit
1237,2016-04-09,soda
4353,2016-08-24,UHT-milk
3528,2016-08-18,soda
2092,2016-09-04,pasta
2514,2016-11-02,other vegetables
4790,2016-05-16,other vegetables
1948,2016-08-25,pip fruit
3581,2016-01-16,light bulbs
4778,2016-03-26,salty snack
2601,2016-03-26,processed cheese
4678,2016-03-31,pot plants
3642,2016-02-24,dish cleaner
2957,2016-09-19,chewing gum
4585,2016-09-28,canned beer
3637,2016-07-10,butter milk
1353,2016-02-09,bottled water
3257,2016-02-13,other vegetables
2524,2016-09-10,whipped/sour cream
2035,2016-12-23,whole milk
3658,2016-09-26,beef
1901,2016-11-29,whole milk
3247,2016-01-13,rolls/buns
4308,2016-01-24,newspapers
1305,2016-05-24,other vegetables
1011,2016-12-09,grapes
2234,2016-07-29,whipped/sour cream
3744,2016-12-08,butter
2903,2016-08-08,bottled beer
3036,2016-07-12,yogurt
2465,2016-12-27,curd
1233,2016-03-20,margarine
1366,2016-05-29,whipped/sour cream
3741,2016-08-06,domestic eggs
2230,2016-05-28,cream cheese
1206,2016-05-15,sugar
3690,2016-04-24,pip fruit
3620,2016-06-18,yogurt
4759,2016-02-20,baby cosmetics
3543,2016-10-11,whole milk
2792,2016-07-29,liver loaf
1929,2016-07-10,other vegetables
2433,2016-08-23,other vegetables
4941,2016-01-15,hamburger meat
3547,2016-10-07,other vegetables
1290,2016-04-24,misc. beverages
4207,2016-08-28,red/blush wine
2107,2016-03-01,butter
3050,2016-03-11,grapes
3814,2016-07-21,whole milk
4875,2016-09-13,citrus fruit
3691,2016-08-08,yogurt
2433,2016-03-14,shopping bags
4757,2016-01-09,seasonal products
1407,2016-04-29,bottled water
4718,2016-06-12,pork
1240,2016-04-14,rolls/buns
1792,2016-08-15,domestic eggs
4486,2016-11-09,tropical fruit
1757,2016-06-15,packaged fruit/vegetables
2186,2016-07-01,zwieback
3752,2016-04-15,pip fruit
3051,2016-11-29,other vegetables
3688,2016-10-23,rolls/buns
4676,2016-01-15,whole milk
2142,2016-06-25,mayonnaise
4939,2016-06-29,whole milk
1806,2016-07-06,soda
1595,2016-10-05,whipped/sour cream
2086,2016-03-09,other vegetables
4251,2016-10-03,sweet spreads
2689,2016-04-30,whole milk
2560,2016-11-26,beef
2393,2016-04-17,whole milk
1669,2016-08-19,whole milk
3500,2016-04-21,tropical fruit
1213,2016-03-03,newspapers
4598,2016-11-18,other vegetables
1404,2016-05-03,rolls/buns
1758,2016-02-26,bottled water
1265,2016-03-07,other vegetables
1006,2016-06-14,flour
2779,2016-10-17,root vegetables
4457,2016-09-03,rolls/buns
2532,2016-07-06,pet care
2811,2016-02-23,onions
4004,2016-05-10,turkey
1737,2016-05-09,root vegetables
3266,2016-10-25,root vegetables
4981,2016-01-10,margarine
1934,2016-08-06,fruit/vegetable juice
2512,2016-01-19,specialty chocolate
3400,2016-03-04,whole milk
4301,2016-05-01,whole milk
2997,2016-12-30,brown bread
1098,2016-08-05,specialty chocolate
2208,2016-07-30,coffee
3672,2016-05-28,chicken
3651,2016-01-24,other vegetables
3957,2016-05-15,hard cheese
2986,2016-01-11,root vegetables
4433,2016-05-25,whole milk
3822,2016-05-27,whole milk
4588,2016-04-30,tropical fruit
2622,2016-07-17,rolls/buns
2117,2016-05-02,citrus fruit
1780,2016-07-12,soft cheese
3819,2016-04-12,soda
1884,2016-12-11,other vegetables
2595,2016-01-23,yogurt
3046,2016-03-31,newspapers
3228,2016-01-26,other vegetables
2251,2016-06-23,pet care
2368,2016-11-11,other vegetables
2573,2016-01-03,tropical fruit
4701,2016-04-30,soda
4384,2016-05-25,sweet spreads
1998,2016-05-18,dishes
4583,2016-02-23,bottled beer
2043,2016-04-21,long life bakery product
2201,2016-05-22,frozen meals
3522,2016-09-23,grapes
3922,2016-08-28,hard cheese
2636,2016-09-11,pastry
1092,2016-07-27,salty snack
2711,2016-09-13,butter
3899,2016-04-22,butter milk
4372,2016-07-30,root vegetables
4576,2016-08-05,misc. beverages
4953,2016-10-10,roll products
4692,2016-10-27,chocolate
1170,2016-11-12,rolls/buns
2625,2016-04-08,citrus fruit
2394,2016-08-30,whole milk
4277,2016-02-18,butter
3170,2016-01-17,waffles
2229,2016-10-25,meat
2944,2016-02-01,long life bakery product
2582,2016-03-06,grapes
1373,2016-05-10,canned beer
1366,2016-10-25,pastry
3469,2016-05-10,mustard
4012,2016-05-16,whole milk
2031,2016-02-26,dog food
2459,2016-09-16,frozen meals
4377,2016-02-23,soda
1534,2016-08-13,liquor
2051,2016-07-23,other vegetables
3430,2016-01-26,brown bread
1567,2016-03-13,candy
2972,2016-05-21,coffee
